123-1CON	123-2CON	123-3NO0	123-4NO7	126-1CON	126-2CON	126-3NO0	126-4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
91.3585	74.716	79.2484	105.968	77.0648	78.9615	66.0386	77.1476	65.587	58.3163	85.4732	67.8617
83.6862	57.4462	74.662	53.3531	25.7382	41.7903	72.119	47.7269	38.6292	45.7894	13.4904	43.4306
84.886	85.7094	75.1275	68.8398	72.5575	72.5299	101.924	68.397	59.2743	59.7635	21.9337	63.3042
48.6247	107.265	59.6997	34.2668	37.0675	96.3104	108.426	67.6173	30.1962	60.9185	18.1412	44.3486
109.885	55.0778	52.1505	31.7703	40.3376	52.1121	24.1647	-13.8237	57.7709	30.7204	8.7437	50.5147
619.966	485.764	772.281	645.34	632.962	554.551	759.761	612.146	531.873	317.013	626.961	448.069
33.3621	35.2452	22.8912	42.4854	11.3376	35.205	26.0437	37.4686	55.2388	50.8717	-3.67848	42.8776
159.933	242.438	209.661	198.336	207.785	232.225	225.323	149.773	157.626	89.3631	94.0545	108.799
738.066	465.721	521.163	425.28	334.062	383.77	517.534	346.417	327.863	235.431	305.723	391.288
524.502	505.476	451.985	441.729	567.304	620.127	536.773	403.156	431.257	326.205	260.49	411.682
58.7289	73.48	63.5753	49.9523	46.8381	49.481	76.836	76.8945	67.2915	52.3741	47.4347	49.1452
138.872	217.949	196.67	294.751	296.073	367.728	458.767	138.805	367.779	242.792	337.193	307.521
95.758	62.4251	145.376	53.846	125.562	45.4029	108.512	95.9133	66.3467	145.16	40.1693	122.442
13.9834	52.4143	28.721	31.0101	44.61	121.791	59.1547	110.183	105.462	50.684	18.4995	75.4792
188.882	258.869	259.436	260.615	141.922	226.923	163.801	150.07	202.08	162.382	152.571	219.082
287.237	250.446	255.628	252.684	283.196	259.701	313.696	333.953	245.548	108.961	283.945	191.425
277.517	170.312	179.297	181.401	140.063	161.932	173.347	192.878	195.164	142.84	179.842	194.107
593.612	738.865	689.983	638.049	648.615	703.259	871.363	837.289	562.551	631.611	336.426	703.766
249.307	206.299	252.467	198.607	151.239	155.522	176.081	176.872	147.807	203.858	210.329	183.7
238.97	221.565	191.35	216.91	300.037	246.398	194.46	255.782	171.057	170.05	133.268	156.972
84.4232	29.2163	117.931	28.8473	25.7515	17.752	71.5583	15.0522	26.9845	79.1087	16.2638	75.2367
83.4751	84.1994	98.8019	124.308	69.8066	102.084	67.5513	90.3531	131.548	101.571	121.082	113.956
23.4433	19.9508	19.0137	23.2601	3.01063	63.0659	27.8395	24.0534	21.7286	17.2447	10.623	14.784
69.2457	65.7453	49.0765	49.1683	34.4823	74.6199	66.4354	90.1022	73.4915	29.4473	36.4331	48.5072
254.205	199.693	259.315	198.729	302.597	245.658	397.682	351.443	183.796	261.186	78.6902	189.932
41.4822	39.2927	61.8692	74.8808	21.4939	55.1763	59.8605	67.2802	70.5933	77.251	57.9153	35.9802
157.109	124.037	104.084	91.3827	119.663	96.292	97.2506	114.564	120.779	140.66	38.0188	120.395
85.7618	75.2485	67.0359	42.1035	50.2316	57.6908	100.564	77.7667	82.544	81.8343	33.1473	68.3253
207.559	223.01	202.425	264.138	137.599	232.016	196.537	186.115	262.09	296.286	129.674	268.535
46.5701	58.7407	92.7224	39.3528	124.39	-3.17031	27.9855	29.3959	108.243	34.876	124.282	35.4976
307.794	309.396	404.471	381.186	187.852	165.821	270.297	166.684	171.054	131.25	260.484	150.976
34.0723	47.8352	33.8987	22.9504	63.0352	48.516	47.3816	69.9154	21.9129	20.154	11.9455	27.4043
66.2093	96.079	64.9189	80.9321	76.3646	79.9437	63.4267	95.8833	74.8406	93.728	100.97	73.8943
338.614	288.39	261.511	262.942	492.811	321.916	318.61	360.099	219.242	173.063	579.03	142.895
258.375	336.322	238.92	211.044	331.816	432.846	334.129	326.03	255.09	208.256	519.731	309.957
352.776	409.426	562.397	446.715	270.847	336.513	438.614	225.829	304.624	239.102	273.303	571.358
315.262	240.788	390.433	253.68	329.425	254.384	571.864	310.612	117.415	183.431	121.754	147.371
337.332	112.924	620.869	409.819	78.2364	31.7341	670.553	649.766	85.9568	111.225	93.7603	203.743
4001.51	4106.65	4455.68	4011.46	3911.74	4394.26	4567.68	4589.86	4443.35	3700	3846.78	4393.93
541.477	883.559	656.567	675.325	707.354	902.414	755.777	890.736	767.044	703.88	510.123	678.526
227.221	191.83	199.689	190.489	216.182	246.539	242.791	219.902	160.153	126.629	136.016	154.63
120.763	154.411	126.617	132.05	94.6773	138.056	123.934	133.685	142.844	104.005	154.323	130.195
53.4464	52.0316	35.9098	46.9479	43.0814	42.3096	54.767	61.3251	58.0166	47.3955	127.37	45.6482
164.53	141.338	128.744	128.831	150.89	124.509	156.048	146.1	131.296	104.482	67.3886	104.603
83.9877	72.6937	125.353	97.8547	116.326	110.866	85.695	61.8049	85.3176	85.0369	94.9778	67.0618
304.48	247.104	236.185	172.238	130.101	148.154	67.1964	80.8046	203.552	101.021	125.893	98.5276
69.7592	63.7558	53.0778	60.3279	49.8008	60.8784	75.6073	57.6335	56.2407	38.0511	67.5097	39.7684
124.181	62.0676	103.101	74.351	110.947	57.375	61.3978	134.07	113.915	84.1376	64.0156	84.26
121.104	103.267	94.034	94.4209	92.6309	101.173	80.5996	94.562	105.468	71.0164	19.2515	60.1979
150.856	168.872	169	122.743	48.8865	87.8409	110.533	99.3631	143.136	90.387	54.2677	143.976
36.7329	27.9448	31.0945	30.5503	11.004	28.1022	11.4385	30.2596	24.4274	22.5345	19.9507	27.6389
123.933	161.121	152.876	148.832	90.9354	159.834	142.176	144.618	196.708	120.81	88.0843	134.143
81.8856	74.8776	72.9535	80.7822	45.4258	59.4929	54.8062	74.1603	59.61	78.0803	41.9079	76.2656
232.872	209.178	214.81	237.662	165.257	233.029	263.672	208.862	250.52	204.236	136.328	188.28
315.147	338.521	410.468	356.535	357.083	326.786	463.734	377.863	312.065	240.166	466.723	324.363
126.198	94.5962	90.2038	92.8298	79.3986	112.503	131.202	45.3031	94.9709	97.7225	38.9912	113.38
57.3379	62.6858	67.3525	52.1021	23.1988	67.2898	63.0234	53.1784	64.6732	61.8011	31.7323	56.137
36.8364	27.6284	25.3688	25.3858	2.60823	10.5111	16.7581	35.9663	28.5908	8.44252	2.85117	8.73197
18.4069	25.5898	25.6778	43.976	6.35479	25.0454	44.5652	34.172	30.8618	54.0116	20.7846	44.066
40.8165	85.5079	69.5877	57.2987	41.9382	69.476	77.1909	66.7645	52.938	70.1015	55.8474	65.7653
986.292	859.061	1257.44	887.54	837.193	1029.17	1023.15	605.776	698.257	1113.84	812.061	1221.61
371.282	298.821	326.443	299.499	268.866	224.197	297.051	355.154	264.722	377.002	287.762	304.36
7.87577	18.3867	15.7342	10.6623	6.81298	31.93	24.3505	20.8947	21.4013	5.27423	-1.66589	20.8828
147.522	86.2293	155.63	119.099	137.713	87.6426	177.371	83.8485	82.9915	132.225	78.6959	160.444
3.67203	15.7846	24.5743	8.00697	2.40818	25.9527	31.3232	44.2691	-1.45624	4.29857	9.31936	14.0385
46.4302	59.5269	51.8667	37.247	28.1198	35.9261	43.742	41.3827	55.1449	41.0363	26.6282	39.467
62.7093	63.7803	56.59	53.8253	67.4607	55.2762	44.781	40.1362	68.8813	57.6313	19.0474	54.1774
62.9296	-12.3999	107.399	9.08469	27.0883	-10.5983	57.8212	38.1702	17.8054	83.538	35.3811	58.8081
99.0422	95.7735	124.89	95.6476	123.886	106.176	47.7276	83.885	101.019	69.2833	82.4999	74.1925
415.146	449.266	389.89	494.846	658.3	673.177	682.173	716.023	378.684	313.754	297.048	320.991
122.083	124.734	154.374	136.902	83.4343	167.4	185.489	133.747	83.012	83.8562	48.9167	120.364
90.9216	129.049	113.874	118.733	159.965	125.885	173.966	187.513	114.931	104.593	72.6461	134.868
73.1378	76.9899	83.4974	58.5838	69.6265	18.9895	43.1212	12.0514	63.7922	42.4708	24.6366	46.8172
127.412	217.059	218.328	145.291	55.0562	134.329	107.907	40.8299	153.297	131.237	217.494	181.637
218.791	121.855	146.119	165.851	137.547	121.709	137.581	183.412	155.251	119.835	146.556	108.891
34.8093	-0.359281	22.2767	26.7822	14.1796	14.875	-7.49871	22.9029	-0.0881194	21.2433	12.9155	15.8988
88.101	103.483	78.2221	85.6512	61.692	79.2477	74.0497	104.842	116.359	93.1462	75.5034	99.3599
161.23	221.186	165.446	141.825	89.4755	155.941	138.412	179.355	114.756	139.74	103.261	156.914
129.49	98.5852	130.61	128.362	135.596	108.238	174.945	183.524	123.927	121.027	154.741	88.8561
2828.44	2775.18	2875.17	2910.91	2939.53	2487.63	2774.11	2435.3	972.519	1111.84	835.639	1374.65
2076.14	2199.64	2387.63	2395.11	2087.99	2303.77	2005.56	2366.55	2588.16	2404.79	2662.57	2585.97
8.66914	23.2066	17.5147	16.1181	8.55923	12.776	12.2147	3.45971	15.6914	17.4082	13.8157	14.0283
149.452	158.393	143.7	160.649	124.197	150.773	180.137	196.108	138.683	116.717	184.639	129.893
95.3105	137.008	114.782	161.049	111.645	82.4214	92.77	97.3091	126.4	74.2446	51.686	96.6038
61.7607	66.9986	77.7291	53.9965	111.998	73.1008	57.0617	51.4975	94.483	89.9333	76.3342	71.182
73.341	65.7902	65.6561	45.8022	70.0787	63.9233	54.4842	70.4624	49.7272	72.5703	34.0852	66.8362
111.098	79.4231	53.5398	54.0653	22.0363	73.3351	64.5525	39.4381	35.2413	47.5683	15.0381	44.1031
82.6222	71.0294	64.5965	65.2285	26.5984	40.8295	45.0524	77.7336	81.4011	53.3285	19.6948	58.9814
49.8116	40.8308	18.5409	33.7657	33.3524	40.3696	46.1906	62.2483	43.589	24.181	15.0171	24.5567
105.122	87.3932	185.347	128.166	148.554	127.365	164.604	153.076	100.521	105.057	99.8469	118.732
163.939	125.743	139.51	181.372	105.386	142.287	121.181	148.813	193.304	150.832	110.708	152.253
111.921	85.5049	164.056	69.6093	319.065	98.5935	372.955	150.339	69.2856	117.226	0.16121	70.6157
152.764	100.292	145.957	103.842	112.17	96.8949	158.832	83.3326	112.405	146.007	105.944	143.455
244.333	227.592	225.262	231.093	415.011	213.933	278.215	251.074	275.095	216.048	546.099	254.023
38.7155	59.4077	48.873	50.4286	38.5128	110.378	54.1967	62.8584	105.201	96.6083	28.631	85.3733
235.054	192.002	312.162	257.146	290.441	183.485	263.932	280	187.947	282.62	186.51	356.453
574.714	554.283	681.314	557.809	547.227	547.533	648.996	632.504	545.451	586.608	353.304	471.657
82.9388	44.9473	104.659	39.5368	49.9258	61.8144	115.217	38.834	55.0812	109.05	53.9371	93.6441
142.294	186.151	145.701	149.236	148.305	197.116	163.14	216.479	177.262	120.224	68.884	125.45
81.3987	81.8148	68.787	73.1464	54.1161	60.645	46.8369	53.6269	45.0412	71.7021	90.2204	85.799
187.896	165.997	113.386	142.931	114.752	148.83	183.072	210.474	147.346	82.8308	59.3934	67.2874
60.8916	48.8148	48.9956	50.271	-0.10383	47.5278	62.9927	57.7311	17.2973	8.99479	-9.52847	14.5379
622.405	531.428	428.723	598.14	835.648	776.868	605.92	689.319	429.258	440.533	594.308	503.932
98.4105	85.4529	82.7822	79.5113	30.4405	70.7567	61.2183	65.9115	84.282	55.1994	28.5391	71.0571
200.902	129.824	206.053	104.186	192.395	121.949	176.132	130.636	129.779	222.132	113.787	224.052
202.049	202.08	175.148	164.741	200.63	270.001	211.04	222.866	173.785	142.769	146.312	158.688
155.467	96.3967	193.716	122.094	107.875	90.1506	128.304	105.169	104.694	94.1657	131.086	227.907
110.815	90.707	99.3514	74.625	100.337	75.0722	124.437	142.674	71.9757	55.2045	191.342	57.1882
171.084	215.727	170.505	155.021	134.058	173.148	156.936	205.88	187.377	192.37	191.62	179.502
410.107	464.453	360.46	418.128	363.04	483.082	448.406	369.128	398.005	284.285	415.672	352.933
15.2884	-3.65581	18.5777	5.08287	9.29972	3.06425	7.18636	-0.591953	2.01216	31.2307	-0.438806	19.6681
25.8389	17.7094	7.95545	-2.14609	12.5524	36.6364	29.0678	29.7092	26.003	19.8031	14.351	34.2855
5.60451	30.0755	12.8956	34.9536	-7.6736	15.6743	12.1329	2.55438	15.1203	19.9904	-4.25508	23.5276
75.2053	71.9247	55.8418	56.1741	52.0678	52.4	41.7675	42.0325	78.5371	67.6148	117.55	50.7149
542.721	640.212	484.981	558.703	478.497	548.877	538.481	564.881	537.778	485.833	315.638	536.84
78.7763	85.3919	78.5353	72.6954	35.063	115.488	93.0232	73.7128	92.4144	83.4777	72.2816	116.173
284.592	290.047	220.644	206.562	115.529	136.048	112.612	113.345	150.942	112.023	113.778	175.31
31.4156	67.718	71.5489	88.7198	97.3643	116.378	84.7275	53.9258	99.1689	-14.127	34.5613	52.2054
79.0721	98.1475	58.2516	50.1007	44.5755	77.5534	50.6351	60.037	84.3284	81.5817	25.4564	59.1919
88.967	75.4798	74.1426	76.35	47.5724	93.6608	75.0888	121.809	92.4235	78.2975	51.6059	65.0367
33.6334	15.6609	24.8346	22.2248	16.5152	18.5343	19.2384	23.725	31.6416	30.119	19.7119	26.8205
372.106	239.914	189.763	227.588	158.24	214.87	135.954	103.583	198.882	118.73	136.949	234.049
1814.44	2143.74	2221.39	2097.07	1762.43	1842.81	1637.09	1722.75	2415.72	2434.63	2953.84	2271.32
21.2464	7.01189	14.0817	12.3301	10.9213	15.5886	32.056	16.6055	13.9574	23.5282	4.11253	13.5142
-5.15964	30.3164	11.6366	4.64603	-0.484287	8.07929	4.3245	7.96772	2.634	10.7603	2.80097	5.64746
313.62	311.407	323.923	255.417	341.617	262.99	387.724	252.285	298.251	199.081	366.47	282.192
65.4305	51.6673	56.8918	59.384	33.452	77.4322	32.1852	83.1318	61.7307	36.4456	16.8385	52.8671
69.1661	62.0509	111.937	64.3272	46.1914	59.0602	111.841	72.9739	42.4966	130.193	2.24681	111.898
152.589	62.6124	98.9093	132.829	64.1348	97.5249	100.974	158.458	98.9492	88.319	22.2215	45.6743
62.2208	49.6055	52.9992	64.4931	48.3876	38.823	42.9048	57.675	93.8439	56.3042	92.9765	71.0655
37.7635	38.3708	83.3949	34.245	20.2289	85.1764	46.1442	77.7305	67.3881	29.4725	74.201	52.6828
116.756	119.669	104.687	107.266	54.5367	127.877	102.588	110.708	101.148	79.9238	46.7066	84.0474
91.9332	112.137	107.933	105.296	74.532	125.217	141.484	124.943	100.936	85.1156	169.379	72.051
43.0564	64.276	46.9294	41.7034	32.3435	50.6695	46.389	57.128	42.7853	31.924	39.2597	41.1343
133.857	130.634	112.669	129.708	123.901	144.387	157.421	156.16	145.886	139.293	182.773	130.632
476.242	442.509	442.041	477.226	696.69	455.472	663.065	493.305	437.499	408.164	527.525	474.993
85.738	82.788	104.426	96.3641	73.1334	103.5	72.1843	78.6659	112.099	91.2253	129.136	109.118
218.585	203.171	176.506	194.756	189.902	234.011	194.995	303.073	149.288	143.522	251.702	148.113
128.42	101.624	190.938	164.147	122.821	100.589	148.116	165.364	229.085	132.061	225.96	136.908
95.6108	51.5527	92.7089	108.746	132.281	126.997	100.285	161.434	101.883	26.6427	414.737	-19.359
47.6196	76.1932	62.7781	52.5067	40.3329	56.982	51.4202	45.6236	52.0528	47.5031	45.8627	55.2758
139.88	154.885	119.514	172.571	151.862	155.651	129.023	130.528	144.86	176.299	137.952	179.138
120.493	102.547	145.346	101.557	116.464	80.6777	79.687	103.069	86.082	101.679	153.196	137.581
66.515	69.2792	84.3244	67.6383	25.9315	33.2347	32.7208	4.3964	61.7939	44.4798	52.5494	110.784
66.4608	87.3573	54.0152	74.8885	73.9178	63.6354	85.6599	81.324	63.2031	79.7523	59.1421	51.7233
150.351	119.321	127.009	151.739	65.9803	157.281	111.545	151.531	137.299	110.911	181.154	115.156
19.1369	24.0194	22.997	21.3141	29.7886	38.7786	14.6787	13.7398	33.657	16.3979	12.8868	22.9834
199.699	205.474	185.32	177.556	153.17	162.292	178.636	189.61	202.267	156.35	179.29	162.867
57.0575	62.3061	51.4671	53.5062	97.8483	63.387	53.1425	58.1016	62.1325	38.8558	32.6959	55.2379
93.7659	95.7645	88.2064	80.431	105.665	112.648	66.7711	122.501	87.3981	81.45	93.3447	89.4737
106.931	135.173	86.2118	119.961	97.6913	115.266	89.1608	71.5739	106.686	100.391	131.102	119.163
583.886	629.066	555.074	642.096	385.242	430.977	537.68	635.695	384.842	388.708	288.65	374.695
56.0105	36.7595	46.7796	43.7594	70.5097	73.1985	21.87	72.7373	51.4352	47.2822	24.5588	41.9607
122.891	80.6142	111.197	99.5784	326.977	84.0389	64.0646	151.633	110.625	73.9717	124.48	54.8268
74.3981	87.9673	61.5322	71.5641	17.8526	66.2695	52.8055	69.6476	69.4973	50.3916	94.2477	71.9447
58.4057	63.4829	69.2333	53.0104	28.3215	34.1776	15.1821	28.5012	34.8959	34.1262	27.2841	31.9697
108.701	124.952	101.34	105.539	149.545	114.388	126.518	138.765	174.783	126.832	111.315	118.938
347.155	337.23	264.35	272.959	187.207	234.168	285.279	366.866	243.599	214.285	137.959	251.582
45.8262	9.27754	22.1713	22.7969	22.2158	35.3818	5.45271	33.3739	20.094	12.7908	34.7983	20.4761
81.8207	30.6071	88.7622	79.7047	99.3518	46.1391	94.0559	59.1482	28.0997	62.1249	55.285	50.4088
157.392	145.386	200.372	166.135	93.4512	146.111	166.876	116.794	175.294	167.099	54.4235	225.402
97.6594	156.694	160.06	136.308	45.6597	125.07	127.272	130.222	106.538	130.804	73.5302	147.926
280.722	234.889	273.722	203.662	260.084	202.856	327.23	183.875	219.431	211.26	215.187	281.562
100.993	98.1942	92.8016	94.9772	79.096	95.8824	96.9637	112.167	96.5386	67.445	78.0518	86.5721
1125.01	1094.09	973.671	778.459	532.377	689.913	607.967	600.327	698.062	421.694	904.192	621.629
817.21	698.467	1026.38	971.393	928.865	921.383	807.326	564.661	747.05	685.797	1309.95	844.027
25.318	20.5724	22.3507	33.4473	13.4861	23.1337	22.486	17.5298	31.8685	14.3711	8.21855	17.8954
321.752	300.767	517.851	384.279	340.7	256.026	504.228	443.864	183.65	358.668	117.653	365.068
44.7333	56.5626	45.8434	82.069	98.9912	41.0684	33.2779	53.2729	41.2997	58.0017	99.279	41.6094
257.615	156.105	298.634	234.806	153.876	102.579	214.911	182.567	108.153	341.515	61.4818	244.021
62.0443	51.1843	53.6346	41.2396	25.1594	43.5069	60.2758	68.9141	56.054	16.0793	69.9487	44.2459
83.9229	151.369	104.915	119.845	60.2856	131.952	130.892	141.273	107.158	83.4951	29.4302	93.3218
163.899	402.582	373.856	434.598	272.137	349.139	176.678	117.558	581.527	187.021	515.971	530.885
195.691	197.103	168.917	138.141	124.546	176.652	144.812	153.186	148.522	137.407	78.9902	139.892
43.229	10.9618	9.18323	21.2745	54.2121	0.395219	15.4469	6.12958	12.3782	21.1852	19.8473	11.1927
11.3328	5.21207	34.269	30.1823	16.6026	23.4311	26.6625	35.321	20.2781	27.4655	-11.513	18.9557
57.7398	34.0561	47.8017	29.6346	17.4733	17.07	25.2933	38.5624	32.902	31.2703	32.7325	31.3374
53.2705	57.3659	42.2823	46.9136	36.0267	40.8022	50.0858	42.6175	42.554	47.8275	38.1843	47.8467
140.257	192.981	158.242	199.69	113.394	207.266	168.929	203.095	177.328	157.945	142.518	196.962
294.556	226.757	253.53	262.947	269.431	224.866	281.572	289.251	259.819	234.692	180.159	225.668
76.0344	102.248	67.4526	86.7574	55.1129	108.006	94.0063	82.8309	77.3887	40.4108	47.5389	47.5208
71.8688	83.8998	85.0383	87.6959	64.4774	121.344	106.989	89.5698	22.7603	44.2351	37.5024	34.9805
52.7836	57.7996	47.6207	47.6187	27.821	71.1105	42.658	56.565	72.7369	76.5364	41.8201	66.4204
106.692	86.455	158.652	85.9049	98.8219	101.823	146.557	123.845	84.9188	141.729	29.0374	122.113
229.415	174.967	185.264	244.087	110.628	234.994	158.218	275.289	199.593	188.207	93.8061	217.418
168.248	170.52	176.064	254.583	252.828	196.49	192.869	184.988	238.867	191.659	312.647	207.356
36.205	44.0426	45.2593	50.0708	37.6106	52.9458	50.3391	29.3636	42.4612	41.3155	29.8299	55.7095
1.24293	14.0687	7.74463	5.74155	23.7304	-4.31898	-3.51184	-25.3559	10.3866	2.76377	17.8137	13.1608
507.57	340.641	370.291	310.87	356.137	249.614	399.215	278.528	265.174	240.01	96.3537	275.059
138.415	166.819	121.416	146.456	99.032	164.989	142.186	144.456	116.026	103.068	13.377	102.059
180.007	150.295	134.583	133.951	119.446	127.45	110.275	149.295	152.322	96.8615	92.4295	110.696
56.6666	52.5973	51.5058	55.2607	62.064	46.1593	49.9422	41.7624	56.9891	46.2881	142.959	48.7658
98.3351	112.305	118.206	111.645	83.9328	103.869	98.8702	100.153	107.07	86.5429	61.4696	104.146
44.9438	34.5415	47.7974	36.944	40.5844	40.5276	76.8212	75.6133	49.3361	56.3766	39.6621	60.9821
258.926	521.291	325.417	347.66	288.374	550.687	414.952	444.017	356.144	226.298	132.401	258.129
88.5901	103.349	122.309	107.887	103.301	71.6515	149.203	138.484	126.038	153.664	255.576	155.906
109.197	56.4266	110.828	60.1679	74.5742	119.573	115.311	155.32	98.0546	120.428	24.6535	92.0957
251.261	275.148	329.45	231.043	100.147	137.853	135.384	67.0421	194.73	62.7619	180.126	224.417
69.0277	52.0248	61.3926	57.9095	102.917	60.4917	44.1618	43.3496	71.7431	60.6595	114.868	73.3847
51.131	4.73658	35.4786	42.6032	112.352	67.6382	24.4876	41.8373	27.5474	19.4465	151.597	14.3872
72.0284	96.5345	71.3178	79.4623	3.65351	92.0985	100.989	83.9782	11.6575	13.2834	8.0946	34.5421
64.6807	100.454	103.065	134.759	57.818	135.996	71.5626	84.6802	174.764	138.416	66.4533	135.344
100.917	120.715	89.2138	122.558	115.138	140.533	199.023	148.304	125.045	92.1933	90.2552	92.1995
44.9402	46.5259	22.9933	31.17	38.6858	59.3571	51.8749	23.6297	42.5205	62.7639	23.6298	44.1368
31.9939	44.667	40.5274	19.1758	43.3042	84.1988	52.675	31.3918	24.4868	31.3021	3.62588	27.5845
86.8492	100.716	88.707	54.3222	87.2509	58.265	50.5662	84.7568	70.5566	65.7415	46.2724	63.2221
554.479	734.162	612.115	961.125	513.689	851.694	489.393	565.902	1219.94	1172.71	1229.96	951.803
260.34	164.064	149.254	165.781	255.151	145.787	161.336	129.898	152.976	144.777	274.711	160.786
79.2043	56.2147	55.3973	81.7906	57.2863	73.9956	59.9369	80.6224	87.4522	75.494	70.2464	91.4632
125.008	167.942	182.81	179.908	96.3178	156.473	147.633	132.654	195.707	175.568	114.833	244.488
65.0313	42.7674	93.0459	47.8488	48.9021	59.473	115.808	56.5667	61.4013	101.734	31.9051	79.7601
418.714	362.446	339.782	369.555	303.636	294.846	283.446	287.125	372.808	250.694	323.983	327.01
54.1596	70.3128	80.2672	56.8925	22.789	23.9837	32.8396	60.6246	56.9698	66.8582	32.6908	74.9074
122.893	146.201	117.787	128.481	99.3836	154.029	118.605	151.051	132.482	112.312	120.24	106.732
87.2671	70.6444	71.3765	76.7834	45.9399	87.3447	64.0493	89.289	-14.09	16.0579	1.63402	38.8967
