123-1CON	123-2CON	123-3NO0	123-4NO7	126-1CON	126-2CON	126-3NO0	126-4NO7	CONTROL7	CONTROLZ	NO_7_5	NO_ZERO
24.6878	34.13	26.2999	29.0558	20.674	30.1739	17.2498	42.6767	28.1902	23.2054	51.9891	19.7711
133.393	138.701	151.359	156.13	195.087	167.471	133.327	227.183	205.194	147.045	167.422	220.994
43.6427	30.9365	56.3081	54.6617	35.785	59.1198	52.3815	68.6684	62.9502	8.26205	73.8801	48.7675
533.463	524.22	662.557	670.207	771.771	737.334	882.971	637.005	567.934	646.271	369.773	719.285
74.2767	39.6621	55.5312	47.253	78.8748	43.3747	16.6345	38.7057	47.491	52.3306	110.373	42.8323
1273.63	1430.84	1658.39	1743.9	2075.77	1578.31	2261.56	1925.86	1211.69	1121.58	994.222	1119.53
66.3723	43.7425	35.4734	44.9514	51.8818	64.4661	50.9477	60.1086	43.7761	49.2074	103.248	46.1483
428.526	390.796	485.659	553.15	503.534	428.463	682.186	606.072	485.901	700.191	405.626	645.246
189.087	162.214	225.764	235.178	116.853	158.959	204.455	204.673	169.316	215.218	151.404	197.999
320.738	228.174	263.104	284.593	312.116	314.042	322.658	282.96	320.233	273.207	415.161	315.542
108.957	106.941	130.069	105.163	130.808	160.665	141.282	71.9962	137.975	75.1396	127.153	169.517
533.281	798.039	759.051	579.743	465.642	531.808	537.8	361.592	504.703	384.58	190.991	352.446
73.5233	93.1464	90.0889	116.008	91.932	86.6211	95.6836	76.51	112.119	65.378	66.3977	73.8276
416.011	257.749	515.009	384.816	335.522	355.363	364.103	432.141	402.155	170.691	942.084	270.852
43.5221	58.8929	54.7311	52.6247	56.4912	41.1217	49.343	44.1067	59.9038	26.4716	14.8433	43.2054
15.8513	28.7967	19.019	15.2082	-13.5695	3.46092	-7.48172	25.2408	7.46093	25.7069	-1.0809	26.1226
526.65	360.01	565.979	464.23	304.023	304.638	338.81	344.76	308.8	488.794	319.021	451.59
650.889	721.963	749.633	1018.4	780.241	1027.23	796.872	844.404	1017.4	1446.19	861.019	1058.3
245.623	301.312	332.241	418.796	278.605	385.157	315.648	285.446	306.178	305.041	346.179	310.961
2.4007	3.62851	-7.43379	-0.362004	17.6062	22.7096	6.22372	-11.4367	5.88281	28.8095	17.3139	15.2101
25.6199	51.4233	33.7844	23.4288	71.0319	35.263	30.2544	23.4421	32.3083	33.8198	111.317	47.2018
52.4781	76.1825	58.3399	59.6834	47.6117	55.6319	68.4122	58.5963	49.0541	63.1228	70.2255	64.7711
112.894	140.026	129.178	149.434	198.102	152.662	253.09	196.021	125.783	67.9863	144.134	108.735
310.325	301.254	355.492	241.355	667.557	587.656	944.834	652.136	274.713	273.488	150.656	245.049
99.5203	82.7033	126.931	103.472	106.048	107.277	121.246	105.972	115.755	129.836	107.744	166.656
205.187	138.053	200.158	149.872	135.251	87.714	171.784	177.444	120.776	223.35	133.947	167.66
90.0826	100.557	98.7415	103.824	86.5433	112.704	101.902	88.8031	53.3135	44.2125	54.2261	57.5629
198.078	182.549	198.759	208.968	246.265	276.847	238.105	277.313	232.146	191.074	185.953	181.902
137.444	160.236	141.676	142.194	75.7139	95.9036	104.689	95.2845	134.231	77.1632	91.3603	126.454
111.267	206.173	115.852	151.831	73.917	135.354	127.063	145.001	135.331	158.402	94.391	129.926
66.3371	113.862	88.4744	93.0212	82.1787	108.379	109.759	153.298	26.9685	20.524	3.86571	35.3726
792.665	800.587	1028.55	810.949	1176.13	993.06	1390.42	997.58	912.741	1262.81	830.195	993.396
421.376	597.882	460.885	552.513	313.685	526.301	330.208	524.887	739.65	723.604	644.291	541.041
755.126	1077.54	1084.95	1419.02	945.109	936.231	1266.1	1844.78	806.235	640.676	784.617	782.195
40.0011	45.4204	28.3011	32.9706	28.8803	14.0493	41.539	23.5765	44.2127	27.6868	39.4472	47.0345
568.616	1021.03	853.863	1125.64	917.488	1174.04	926.735	820.135	1045.95	616.862	1089.74	1076.45
70.4766	46.153	71.4618	68.1276	72.265	77.8778	131.527	199.208	100.064	60.1718	4.82424	66.9761
384.538	678.88	380.542	283.391	663.239	864.239	793.586	524.362	208.496	114.762	143.427	163.837
278.579	260.085	324.689	241.042	166.102	205.785	257.09	195.381	250.296	179.982	-247.011	171.988
258.102	241.832	211.694	179.074	266.005	219.482	284.248	231.918	190.492	180.899	156.247	176.215
57.0665	57.102	48.4929	53.0437	32.4967	24.2185	62.7487	78.3965	89.1953	27.174	62.2244	50.5582
19.8368	12.9227	9.09841	10.3437	8.77517	7.84485	9.98574	13.5934	-2.06028	8.26032	15.3036	3.64608
370.256	338.934	453.078	339.698	493.185	377.427	476.346	331.007	315.51	307.145	311.955	322.4
342.355	409.264	366.076	356.41	183.267	302.627	241.697	210.975	443.056	350.353	318.703	434.002
126.223	144.979	159.355	89.7655	83.4753	103.11	132.161	82.1315	131.65	100.181	54.9567	138.437
75.6934	64.199	43.5485	55.0003	110.325	80.5225	56.8159	78.312	59.5983	61.5635	70.5769	60.1499
3244.72	1455.57	2028.48	3090.75	1120.99	1602.57	1428.29	1334.89	1802.88	1313.84	1193.14	1079.56
52.553	83.7227	75.978	80.3442	65.912	27.3655	61.3665	70.3984	63.8593	64.8826	278.108	78.1485
23.9774	10.6595	14.146	68.638	26.2546	93.9677	56.1951	13.1552	29.8547	17.7694	20.9862	19.9534
235.243	214.867	246.788	250.444	208.248	293.493	300.869	365.082	230.841	214.809	225.03	120.301
453.695	538.074	566.356	687.811	485.264	681.023	573.098	753.721	844.69	808.111	677.379	832.189
85.1896	107.594	109.284	104.713	47.9415	113.642	89.3227	95.9008	71.6472	68.9511	31.4184	92.1728
59.6611	69.1721	53.2801	88.334	36.1807	103.162	70.3007	79.665	85.0965	55.2515	35.5414	50.5458
456.725	214.962	625.148	326.839	652.418	194.487	687.951	216.867	79.2243	255.712	35.2095	211.552
319.46	452.854	482.543	630.906	422.965	245.095	514.513	715.047	687.348	415.358	389.237	473.111
49.2089	56.529	50.7114	32.3501	32.8086	22.3781	29.8072	45.8051	62.0088	36.6558	6.63568	47.4584
142.712	80.0209	89.1056	86.1751	121.436	88.6877	69.8217	135.81	109.811	76.6197	67.4213	73.3093
3391.87	3512.22	3419.37	3206.5	3282.27	2945.01	3252.83	2355.41	2302.85	2038.73	2340.96	1653.15
117.865	116.433	117.39	125.403	123.72	86.968	92.8064	150.498	150.038	95.373	96.0025	117.861
161.153	176.261	154.002	162.5	231.951	158.18	195.271	190.046	165.446	147.81	214.556	143.283
62.842	70.7903	51.2772	66.3964	13.7938	30.4455	-12.5186	109.828	43.6911	35.5081	46.1044	37.6773
227.316	184.806	246.823	211.199	113.085	167.488	119.72	160.049	184.474	148.842	187.832	195.283
823.464	437.218	985.527	563.793	520.729	355.001	696.007	522.993	338.024	695.006	197.284	645.008
160.481	183.366	161.777	185.068	99.2063	155.311	113.851	123.136	228.844	196.874	164.859	201.783
84.3379	88.8913	86.9273	59.9463	69.2508	103.298	106.547	92.5905	57.7587	88.4962	25.74	72.7561
399.767	430.453	440.646	442.555	350.456	441.203	349.437	430.043	495.81	603.575	578.562	588.763
203.82	189.649	159.283	139.918	189.016	149.637	86.2358	95.4767	175.26	94.7871	43.9456	132.388
104.927	94.6245	80.3109	89.8646	44.6632	110.66	86.0915	86.2194	86.1747	105.844	148.763	107.826
308.322	329.811	410.446	254.16	325.43	288.826	301.753	281.646	329.109	404.327	230.76	423.82
275.745	218.586	241.291	363.671	129.496	187.26	176.133	193.166	321.631	253.648	225.716	252.36
191.501	193.528	161.383	190.183	203.482	224.117	156.595	229.922	220.679	218.809	203.681	203.068
49.4663	24.6511	63.0278	35.7417	42.9329	26.0477	21.051	9.07558	28.8709	46.245	33.2687	56.0328
24.0134	30.2627	23.3365	27.174	26.7891	59.5069	20.4533	27.8244	22.4735	26.4477	10.1097	24.0465
169.347	132.763	121.848	156.452	77.5949	78.4319	133.998	108.979	149.88	95.45	446.282	154.198
1758.7	1282.06	2101.4	2646.48	3422.97	2371.06	3457.14	2745.04	1624.98	2183.62	2399.09	2495.78
32.604	40.5983	43.1591	38.3819	27.5892	19.6712	33.3799	22.8108	40.0462	37.2295	51.5496	35.4095
528.559	385.074	392.188	307	1066.28	514.07	865.903	539.904	281.182	378.013	630.732	299.794
75.6255	108.948	129.162	107.631	64.3211	120.285	109.492	103.969	66.3867	82.504	49.7356	59.8615
79.74	110.827	87.9673	109.104	52.2356	66.4605	173.035	121.001	105.053	59.4897	78.2195	72.1348
523.656	558.777	664.566	512.117	666.347	717.142	755.222	580.12	795.226	735.882	427.664	747.807
235.382	190.624	308.161	259.827	205.736	184.108	294.627	261.524	207.575	325.338	139.78	375.934
161.118	149.713	213.938	151.494	175.391	146.298	118.036	127.427	128.94	132.51	167.713	144.497
105.852	105.648	113.791	75.2598	52.6283	76.2025	78.4903	103.956	89.1245	70.6848	50.2514	89.7717
54.5604	128.099	115.955	154.969	113.079	205.632	142.318	129.662	159.464	104.924	158.177	117.094
12.4445	25.471	16.4686	13.5513	8.91063	23.3662	-7.82264	-1.48421	20.0299	27.7698	22.8978	13.3252
410.935	317.436	319.323	302.846	275.836	257.997	291.922	295.692	317.988	255.819	199.974	274.76
3165.23	3392.71	3309.61	2584.31	2996.79	2781.4	2867.11	2853.81	2406.29	2214.6	2029.45	2256.64
11022	11670.7	13159.2	13697.8	10990.7	12129.4	11902.1	10911	13216.2	11371.5	13462.5	12063
275.881	268.14	245.756	247.877	242.378	245.309	249.183	273.076	247.898	203.123	215.97	228.937
3597.7	4027.51	3829.91	3977.52	4127.45	3873.68	3929.85	3725.22	4098.59	3226.84	4276.76	3947.33
665.167	25.3226	408.096	172.201	152.164	26.0602	241.424	93.9003	38.2659	496.579	37.4677	330.723
23.8407	10.2214	18.3816	11.5698	15.9943	2.98466	11.8265	20.9333	18.4533	14.9375	5.25369	17.2134
705.178	680.64	631.717	573.687	308.75	473.689	406.05	337.052	649.523	717.503	580.585	654.739
75.267	60.063	52.581	49.4991	31.9769	16.8005	28.8342	29.6789	54.3188	60.4363	36.1994	59.7976
74.902	137.884	95.818	113.082	51.314	116.301	76.8787	113.832	177.272	105.697	53.4075	131.384
173.045	415.475	351.155	353.794	136.5	293.893	153.894	101.406	403.059	91.7514	462.577	365.375
224.413	141.5	322.979	218.8	87.8391	89.9208	199.703	182.789	117.258	229.231	96.4832	294.363
6.90851	17.603	14.2523	16.7118	12.8666	-2.58887	16.6223	-7.51284	12.9103	2.01051	9.74314	19.6168
77.8881	82.0244	63.7423	62.6164	58.9009	57.0122	68.8736	36.2781	78.4074	80.0373	32.156	67.9056
145.363	158.469	179.921	169.223	63.3272	110.421	117.943	113.689	160.105	201.76	99.1816	235.142
591.909	703.361	522.85	403.322	222.466	375.085	257.699	236.487	438.111	369.078	321.62	534.822
586.613	553.31	514.699	469.673	633.755	689.339	787.277	516.375	375.022	444.952	699.075	542.481
35.1314	53.3067	53.9273	38.3307	-9.04383	45.7907	24.5806	40.086	51.8818	9.3011	5.35379	30.2491
18.6068	20.3065	10.9015	17.0979	-9.95257	20.0124	15.4758	14.2065	14.6627	9.7559	31.7142	26.1748
38.6336	60.294	36.0266	57.2029	57.7682	106.105	82.5562	133.603	116.267	102.159	29.2641	103.221
575.068	952.026	902.129	981.749	1376.25	1564.2	1436.25	1137.19	984.535	782.616	784.108	793.099
80.7992	168.462	141.932	172.835	169.922	359.096	241.799	285.916	284.74	243.244	93.1963	213.723
114.98	113.377	107.139	100.454	71.7321	74.604	123.538	61.0945	115.74	73.8447	106.485	113.764
248.677	317.782	278.274	276.652	199.472	289.923	201.319	196.755	425.968	287.075	315.458	327.52
11.9721	23.1805	30.7414	21.7186	11.5057	17.2671	14.9175	38.5308	36.3734	23.512	25.9344	28.1591
117.206	63.3496	68.5129	78.7298	29.3245	65.1016	76.3265	43.9956	79.5607	58.1003	39.5726	41.9149
125.409	137.116	127.35	109.726	106.67	135.334	171.007	130.86	80.9038	77.7659	76.7198	97.8478
343.187	617.346	434.248	429.87	298.295	364.64	318.809	402.936	501.976	411.109	271.923	372.763
65.7322	64.6126	62.3053	58.8335	56.8799	67.0363	23.3286	71.4423	148.502	122.435	27.4382	131.298
22.0651	13.3249	11.3142	15.1839	1.21261	23.3131	16.0073	22.0758	24.772	9.33089	7.089	17.4698
90.8337	69.9411	56.6008	82.0597	19.6032	43.4369	100.794	103.191	108.647	67.9277	-57.3655	94.0294
262.12	213.763	365.403	203.123	195.823	175.98	286.47	184.598	128.575	195.299	50.0377	168.969
121.831	157.275	126.684	109.645	84.6739	124.973	90.8783	59.6133	173.015	113.718	99.0463	161.444
125.305	163.339	126.745	186.62	76.7398	159.14	94.6425	70.621	243.908	225.357	122.579	237.094
218.352	191.033	199.551	156.669	387.961	357.953	566.433	272.984	106.606	118.515	51.2446	74.6468
103.872	151.119	110.351	132.708	87.0462	126.238	110.489	149.573	149.657	128.515	144.491	135.494
338.849	342.495	433.259	304.36	362.244	371.951	441.223	351.489	177.22	288.663	157.74	331.328
256.696	285.65	298.944	303.414	143.904	240.89	207.554	185.615	233.402	214.172	171.524	263.092
1.92723	16.4063	21.6661	9.49251	10.3489	3.50321	-1.0498	13.5184	31.4821	19.6522	42.3336	20.057
20.1507	6.24918	26.2943	30	-18.0383	38.432	31.5679	38.832	30.4869	18.0385	6.36208	24.1603
343.618	518.143	555.601	443.416	251.844	391.212	292.44	308.418	637.169	494.866	582.553	651.47
725.929	653.886	842.967	584.479	932.962	804.374	1723.44	915.3	465.42	374.471	269.737	424.532
65.102	67.8259	51.3935	76.7009	115.734	69.9648	56.2913	68.5166	93.8311	109.789	103.13	97.0021
77.2695	82.3652	76.1405	76.0947	34.9442	61.1501	42.1912	63.1796	150.424	98.396	104.16	112.102
163.45	166.707	127.821	160.755	204.976	150.199	131.561	203.034	128.15	117.654	113.801	131.088
7.27239	15.5769	10.3953	10.4419	2.70412	1.30613	2.24435	14.177	5.56062	9.04127	4.71887	10.261
205.199	285.731	339.211	381.048	302.847	410.989	400.112	519.554	480.784	572.077	334.566	513.651
197.504	215.379	225.357	269.895	220.219	202.265	223.252	221.884	208.652	176.375	336.674	201.994
187.716	175.894	200.437	188.261	121.511	131.613	144.127	100.733	139.564	113.839	118.697	100.878
98.5768	64.9275	90.6688	81.9306	62.1717	108.234	132.391	107.267	48.2231	82.8562	30.2178	73.5664
516.645	440.113	396.62	537.962	412.87	493.857	389.733	354.71	553.407	357.154	427.362	469.873
23.7968	50.2977	43.8784	45.9226	15.9516	30.8287	35.1001	28.5689	30.4473	27.3496	25.0367	23.9767
102.03	115.897	103.113	132.642	86.127	118.482	128.406	112.516	64.9486	53.0813	18.5602	49.3761
25.4213	27.5323	11.4452	5.56806	5.76461	-2.72414	26.8713	42.689	23.7107	8.69876	6.77381	13.4008
52.1085	33.8335	48.8036	50.5197	67.2766	64.0766	70.6085	64.7299	35.7563	54.7967	38.4625	41.1012
25.2124	22.6097	25.284	12.4013	22.4874	-6.80256	35.9237	41.8865	30.7736	14.1648	88.0675	17.2284
37.0846	49.878	67.6832	39.811	25.6389	23.0421	79.5702	48.5094	35.7469	28.5977	3.39665	19.1588
174.761	219.673	166.998	205.076	131.734	196.276	156.992	171.598	196.847	190.428	66.2975	203.85
598.916	903.551	816.405	642.738	851.064	677.987	664.206	643.537	612.417	773.693	479.103	753.324
201.389	136.725	209.126	197.83	141.066	150.822	198.175	213.662	149.995	239.927	92.017	241.002
277.533	351.06	382.552	441.875	312.706	494.597	399.066	367.906	553.081	505.636	321.116	414.886
141.118	111.752	126.494	118.321	100.959	97.585	125.666	177.332	176.841	101.046	96.8842	111.257
29.7571	26.4903	30.2921	15.2641	15.2752	10.2194	27.6575	18.4014	32.3745	31.0497	8.8847	32.5067
89.5799	79.6983	51.9229	65.1732	67.828	53.3079	72.1554	107.685	65.7426	89.4919	-2.18004	80.1736
207.227	233.255	183.183	160.053	126.841	138.546	123.42	44.134	52.3671	120.049	101.208	125.435
34.9372	37.127	42.8133	38.0706	-5.95655	37.8801	29.1078	44.491	48.0852	41.7508	4.13769	46.7817
115.716	75.1001	97.3938	104.99	64.4057	90.9695	92.1779	101.94	111.536	62.0293	54.3507	72.4857
46.7545	63.1732	45.2175	49.1389	27.4883	-27.7816	35.0604	3.28839	54.9901	32.4348	39.7162	34.8582
139.238	168.549	137.499	119.629	137.233	168.295	141.401	148.509	125.017	151.187	156.058	164.095
365.444	303.747	365.299	329.148	279.087	249.777	280.355	243.968	260.355	238.46	108.155	262.538
127.225	117.447	87.2079	65.0022	113.988	87.6362	63.3823	131.397	104.097	82.36	58.5144	65.62
51.71	52.856	57.2572	52.4856	38.8357	47.1684	38.2538	48.5171	56.161	61.6849	20.1832	63.6706
257.803	434.198	350.533	404.769	269.02	461.007	340.707	323.682	516.289	513.857	283.804	499.162
258.415	227.209	253.948	295.876	149.791	193.006	172.278	203.083	261.375	340.024	275.45	311.718
80.9398	74.0894	73.2875	74.6095	17.6863	64.9025	44.7936	76.7373	86.589	54.009	9.3035	52.4326
46.4638	64.9023	42.592	60.445	34.1523	83.5713	72.1513	53.4509	47.2017	48.4459	-0.795738	54.973
71.6763	67.4251	64.7942	50.146	88.2566	82.4232	136.151	71.5465	72.3705	65.3228	75.2756	42.8153
110.244	143.001	101.064	75.6628	76.8875	84.9929	101.106	120.266	109.436	88.3211	50.65	87.7465
9.03964	-18.5665	30.0394	21.1935	29.7158	12.436	33.5485	37.2392	19.3637	14.0535	18.1519	17.6253
113.699	115.548	105.325	111.625	80.5627	113.212	129.748	120.759	140.506	97.6322	98.2306	112.681
22.176	37.5357	28.8022	46.2546	78.9821	73.7812	51.7756	34.7647	30.1865	72.7823	73.5605	59.4782
28.2371	32.3382	31.838	44.5402	20.4098	49.1817	16.7742	74.4215	42.283	39.3562	7.9752	36.0845
160.301	138.113	115.396	125.715	162.792	130.612	139.161	118.364	129.132	89.9886	133.053	105.322
230.25	225.172	214.708	158.685	71.2618	130.881	134.438	124.342	122.329	105.425	53.6932	130.675
84.9369	114.564	142.58	154.496	71.2251	126.806	107.215	138.636	121.044	160.019	73.7162	130.484
704.665	975.555	785.704	670.499	1132.15	1711.82	1116.03	827.766	302.917	154.113	145.825	301.743
611.297	501.362	581.89	555.601	421.582	405.118	507.107	463.39	436.193	217.241	328.389	376.047
266.506	331.103	244.017	325.199	136.545	189.654	148.905	199.838	378.797	254.234	205.496	302.544
121.414	109.15	80.8462	120.719	78.9347	85.2979	78.2536	65.6071	109.529	84.6022	83.0891	92.2311
408.151	421.896	301.695	372.751	249.176	307.921	364.971	374.703	405.416	224.724	323.483	321.29
61.0561	79.2936	99.9641	50.4013	15.0665	41.0128	38.3997	17.3448	40.8714	9.90759	13.3844	31.5057
505.886	451.837	503.61	601.048	501.267	448.482	504.199	406.669	347.954	254.98	474.471	325.637
380.637	477.159	397.364	355.931	265.89	378.835	390.536	422.075	370.341	385.176	283.516	371.201
33.9025	19.3978	11.9148	24.5155	29.4001	6.66279	12.6576	21.3859	24.2976	13.9681	5.87698	17.2733
142.19	120.261	128.936	168.085	82.8903	139.521	146.053	356.743	206.434	64.4869	67.7014	56.1735
34.3025	7.21918	6.0234	-21.0762	60.9462	55.852	16.9679	42.1012	56.2022	30.8652	58.5075	13.2577
54.5628	57.5983	39.1288	44.603	33.8166	61.0771	-16.2297	46.7829	85.6253	77.2176	54.1048	73.5163
53.6804	119.136	86.8183	131.23	92.9099	158.878	129.251	117.297	209.706	159.345	114.251	118.413
454.319	479.651	449.52	475.994	850.35	502.471	496.624	510.922	447.332	298.085	271.242	265.219
43.8602	47.3239	41.3806	30.986	41.343	24.2869	37.4075	46.3695	29.4959	7.66123	64.2079	27.966
50.11	48.2255	46.818	48.9767	40.8806	69.104	55.0601	75.8698	47.7073	47.1986	6.08534	38.8588
1276.17	869.935	884.572	817.364	614.446	621.334	662.542	647.631	855.446	879.277	780.496	793.083
503.524	434.14	345.547	565.449	422.149	513.05	461.323	365.367	435.476	294.945	538.968	453.156
39.6263	97.1103	94.043	65.6099	80.4977	105.472	82.9632	78.2534	86.7807	85.1893	102.382	96.9445
81.273	84.122	104.34	88.9765	42.1601	71.8567	101.908	107.6	80.4538	120.268	28.2868	80.8336
77.0623	56.275	60.4326	55.4045	64.2435	54.2748	70.2452	99.648	86.9337	67.1775	31.75	67.4976
187.681	166.901	163.809	178.72	155.832	162.702	173.176	162.475	161.491	172.982	247.32	165.442
101.314	143.095	130.605	154.064	168.195	317.257	204.523	292.565	135.528	101.15	35.723	100.194
663.145	577.53	754.541	638.82	471.774	441.751	571.024	513.781	457.038	427.671	342	328.458
4085.09	2009.8	3918.27	3124.91	3312.8	1762.41	3611.1	2254.51	1115.4	1551.63	1761.71	1907.81
56.3064	81.4952	109.303	88.7768	195.452	178.437	199.748	147.684	52.1063	72.3959	9.80791	47.4459
1734.8	1659.14	2092.63	2563.76	2099.64	2104.73	2247.06	2304.5	2244.38	2468.19	2413	2304.25
111.315	110.106	191.939	91.5698	364.794	169.739	522.086	281.24	118.724	98.5697	11.4541	73.2787
130.865	138.195	112.322	115.169	101.356	120.276	251.038	78.0603	135.673	98.9414	55.1357	132.456
4433.24	1088.65	4527.47	2478.41	3830.31	826.073	4275.46	2454.6	701.569	3199.62	2130.18	3124.67
39.8915	39.9287	26.0774	16.4376	19.2781	23.6015	17.1232	34.3182	42.3756	45.7591	16.8858	47.832
5024.04	380.595	4798.53	475.416	1998.04	379.7	3571.98	491.438	311.704	2153.73	572.681	3591.72
172.226	128.778	131.088	141.294	95.1506	105.938	89.2189	156.711	165.371	143.79	57.544	97.331
491.254	634.736	602.54	553.461	572.656	727.269	708.405	931.254	429.025	744.395	192.76	455.322
61.2081	79.9072	61.5327	61.4963	62.499	36.3218	53.3596	62.0788	62.81	69.3339	49.6934	87.1968
735.155	1041.7	968.4	1078.99	885.73	1083.25	934.549	892.775	822.901	981.417	1076.39	906.176
71.5963	82.7997	100.211	114.051	183.662	154.023	101.336	110.994	88.226	57.6791	172.26	98.8818
120.369	59.8281	71.01	73.0422	39.3092	33.4146	44.9732	57.909	82.3491	80.8245	29.8369	64.0149
98.9095	109.703	114.739	99.9479	47.3244	113.609	99.359	116.751	91.4626	62.0087	40.7466	73.2982
140.362	150.431	124.32	163.036	101.573	113.027	137.197	113.59	128.843	111.928	57.6905	111.525
105.661	81.5524	79.3238	62.2898	76.4272	81.1243	67.476	78.4439	54.3817	49.8944	68.3045	66.5694
2637.65	2363.91	2717.89	2256.72	2803.46	2296.98	2926.63	2698.5	1734.62	2072.69	1714.84	2000.81
1043.21	527.611	531.731	542.171	425.685	419.044	367.145	296.556	362.597	249.019	271.004	454.088
1220.16	1509.4	1405.81	1227.64	1594.4	1501.49	1671.12	1290.17	1014.71	1161.79	1445.64	1183.78
337.738	191.04	337.348	254.72	235.983	142.376	323.899	161.302	120.9	151.978	110.55	172.737
197.071	177.62	233.449	248.782	203.819	252.578	279.964	263.471	240.777	340.19	127.407	258.317
75.4663	76.5633	71.7089	63.9051	35.108	55.9027	65.0874	91.9903	69.4606	42.727	31.3097	46.5594
126.773	161.751	140.116	139.939	87.1737	133.455	128.346	115.103	118.72	92.6003	-12.5429	104.486
118.371	121.231	126.223	129.01	121.224	103.928	114.018	133.509	92.4394	106.593	65.2669	100.006
285.179	568.05	425.449	420.068	247.341	467.565	313.628	317.816	917.746	830.864	790.354	695.612
572.962	440.93	360.128	470.685	1604.04	2239.46	792.5	1261.67	496.83	309.585	1719.56	284.209
77.4514	79.8404	103.732	77.1963	76.1557	58.3931	91.0304	94.4176	83.5983	110.72	49.2003	103.604
52.8498	20.2774	45.076	38.0553	23.4778	45.5691	63.389	30.3783	21.0589	68.5996	29.4016	81.5046
79.2093	118.471	114.599	99.9187	27.9372	81.6996	50.353	60.11	140.092	69.3982	50.157	114.071
566.711	751.71	693.348	985.116	961.771	1060.89	946.22	1139.58	884.054	816.725	678.758	950.27
262.137	214.586	225.267	204.967	228.991	201.201	162.562	195.191	241.612	215.241	280.673	219.208
160.302	335.669	279.66	264.157	183.986	307.233	229.492	186.816	287.087	191.651	115.678	171.797
23.9756	29.126	49.9155	87.8404	90.6629	58.8884	65.7395	99.4492	37.4087	20.0714	2.6891	24.822
157.197	109.685	196.301	409.618	344.746	452.281	340.153	300.638	455.242	664.584	366.971	565.116
164.561	172.923	280.626	202.049	183.676	143.608	158.7	197.491	142.095	280.271	77.0626	259.703
590.384	1385.92	858.926	1039.92	1712.8	1867.64	1472.03	1359.95	1132.75	889.419	844.173	893.829
267.524	214.983	238.728	189.67	235.698	221.655	234.584	166.345	141.304	95.9832	208.538	156.602
122.438	117.26	101.731	106.953	77.9597	100.6	145.084	141.192	79.1828	88.7824	21.3193	85.6904
380.571	346.224	423.116	356.239	358.395	282.553	412.764	337.462	377.169	208.475	310.72	210.994
152.135	234.034	226.112	380.021	371.016	454.695	404.97	459.125	201.54	183.211	249.768	162.215
783.84	1054.73	722.403	651.089	473.932	462.663	324.221	306.212	718.893	464.165	661.057	811.397
21.0887	33.8367	10.6345	36.8904	22.599	6.88569	16.9795	14.5992	26.1698	20.0934	3.10251	2.20836
21.9609	27.0607	33.0785	24.5821	16.1569	15.8528	9.15572	7.30794	50.2992	18.5698	9.07784	22.5637
156.58	106.515	212.077	191.444	130.838	153.126	192.559	184.322	213.488	224.721	91.2685	336.379
73.5276	76.9153	65.2296	68.8692	21.9897	47.2327	53.1518	79.7396	70.1078	53.4267	43.7429	73.0855
159.835	125.019	124.733	122.337	85.2216	97.3377	79.1074	141.821	137.462	140.051	81.4981	162.306
174.32	105.04	138.228	122.461	107.228	115.619	95.4825	78.8906	106.167	76.8494	91.6735	108.423
32.7814	-8.36295	15.0644	16.5835	-7.70791	4.68698	25.5828	25.4658	23.851	11.1297	2.83498	11.2798
139.115	166.353	172.344	134.288	166.099	192.046	190.373	84.0399	89.7673	73.4867	56.4487	62.8309
106.258	130.587	116.663	70.7545	60.388	78.9963	92.3988	110.64	101.815	70.9614	34.9494	102.649
1455.14	2299.45	2220.55	2097.54	2192.48	2451.42	2244.77	2180.03	1210.46	717.181	711.857	902.177
52.2238	70.7958	41.8783	72.7668	79.9858	90.6561	76.6818	90.1239	79.771	40.6866	52.5724	59.798
83.4518	134.881	134.724	146.796	68.9758	153.513	120.155	145.781	188.42	219.302	104.268	182.38
56.1726	29.4998	51.2583	45.7222	68.0217	60.1703	55.0572	60.5293	40.1929	34.5071	169.22	35.5913
88.4412	99.5695	110.76	108.619	42.1509	94.0357	106.947	123.107	79.7723	166.244	35.442	120.738
11.4702	11.8761	12.4723	5.57547	26.7536	14.2228	26.3525	24.4303	12.414	18.6177	8.50595	14.3918
183.467	124.35	97.4353	107.94	10.8199	87.3987	-8.29271	43.854	78.7224	83.2568	34.737	65.5714
105.328	99.4082	125.138	147.286	79.3607	139.918	127.578	139.565	83.4172	62.0383	36.373	66.7582
729.726	730.806	709.578	722.554	576.848	663.643	693.012	904.163	586.083	684.232	327.767	648.021
185.289	95.4583	206.468	131.544	152.095	110.394	170.897	174.23	67.5056	107.569	44.4614	117.848
181.55	152.815	131.261	126.689	140.621	111.529	189.827	161.406	106.288	88.6843	65.2794	101.153
276.531	288.704	301.299	294.898	468.295	355.26	326.372	248.018	233.175	242.47	280.626	271.145
376.885	376.589	423.621	355.946	416.749	361.193	387.14	267.107	343.155	349.331	352.057	361.508
128.243	168.315	219.527	201.603	146.997	122.022	362.134	184.26	122.61	43.3237	42.493	108.023
37.445	89.5689	78.9203	82.9829	50.0899	97.3521	96.4607	75.1779	70.1076	75.0902	19.0229	66.5557
57.784	88.896	84.9077	85.3088	51.0145	136.813	107.77	87.6453	84.4214	51.223	22.6024	62.6383
